x,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
600023.XSHG,1.00776699,1.036608863,0.981412639,0.996212121,1.001901141,0.996204934,1,1.022857143,0.998137803,0.979477612,0.986666667,1.00965251,1.022944551,0.986915888,0.992424242,0.988549618,1.007722008,0.982758621,1.013645224,0.998076923,0.990366089,1.019455253,0.988549618,1.021235521,0.982986767
600028.XSHG,1.013539652,1.064885496,0.964157706,0.973977695,0.992366412,1.025,1.020637899,1.03125,0.98573975,0.987341772,0.981684982,1.007462687,1.003703704,1,0.994464945,1.011131725,0.983486239,1.007462687,1.022222222,1.048913043,0.946459413,1.03649635,0.975352113,1.001805054,0.989189189
600029.XSHG,0.989962359,1.087452471,1.024475524,1.006825939,0.969491525,0.982517483,0.973902728,1.015834348,0.952038369,0.994962217,1.039240506,0.976857491,1.063591022,1.043376319,0.946067416,0.976247031,0.98296837,1.00990099,1.042892157,1.045828437,1.07752809,1.108446298,1.001881468,1.036619718,1.009963768
600030.XSHG,0.993979933,1.052489906,1.012148338,1.008843967,1.023794615,0.985932722,1.036600496,1.001795332,0.990442055,0.999396864,0.984912492,0.995098039,1.099137931,0.971428571,1.021337947,0.993224167,0.998294486,0.987471526,0.982698962,1.002934272,1.032182563,1.058956916,0.98875803,0.990795885,0.973770492
600031.XSHG,1.004594181,1.039634146,1.046920821,1.023809524,1.113543092,0.986486486,0.95267746,1.071895425,1.015853659,1.032412965,0.923255814,1,0.959697733,0.990813648,1.005298013,0.974967062,1.033783784,1.007843137,1.053177691,0.954433498,1.058064516,1.02195122,1.063245823,0.968574635,0.969872538
600036.XSHG,1.026771654,1.081799591,1.014177694,0.954799627,1.151293314,0.981348029,1.041468683,0.993778515,1.033388982,1.010904685,0.974031163,1.060295324,1.002321083,0.978386723,0.999605523,0.970797159,1.038211382,1.014878622,1.038194444,0.972872538,1.03132162,1.075925926,0.953872633,1.011187297,1.014632405
600037.XSHG,1.04608632,0.944055944,1.047407407,1.009193777,1.017519271,0.988292011,0.965853659,0.992063492,1.010181818,1.015838733,1.007795889,0.993670886,1.048832272,0.996626181,0.983750846,0.997247075,1.007591442,0.962328767,1.017793594,0.982517483,1.024199288,1.01876303,0.968622101,0.949295775,0.956231454
600038.XSHG,1.018889925,0.895399405,1.070807771,1.063738362,0.998877917,1.019321501,0.967379326,0.947140579,1.047630503,1.059012629,1.02103209,0.943512423,0.941255908,1.022477284,0.995790458,0.982620949,1.126195029,1.015067912,0.927033243,1.032025259,0.973776224,0.97935368,1.027039413,1.036590808,1.004304778
600048.XSHG,1.012716763,1.047945205,1.023965142,0.976595745,1.076252723,0.987854251,1.043032787,1.046168959,0.958685446,0.957884427,0.981595092,1.022916667,1.009164969,1.067608476,1.063327032,0.929777778,0.95793499,1.00499002,1.038728898,0.969407266,1.025641026,1.107692308,1.074652778,1.012924071,0.958532695
600050.XSHG,1,1,1,1,1,1,1,1,1,1,1,1.119623656,0.951980792,0.94703657,0.96138482,1.030470914,0.97983871,0.95473251,1.094827586,1.041994751,1.005037783,1.022556391,0.859068627,1.004279601,0.957386364
